# [uk_pirates_queen] recent context, 2026-06-16 3:58pm GMT+8

**Legend:** session-request | 🔴 bugfix | 🟣 feature | 🔄 refactor | ✅ change | 🔵 discovery | ⚖️ decision

**Column Key**:
- **Read**: Tokens to read this observation (cost to learn it now)
- **Work**: Tokens spent on work that produced this record ( research, building, deciding)

**Context Index:** This semantic index (titles, types, files, tokens) is usually sufficient to understand past work.

When you need implementation details, rationale, or debugging context:
- Use MCP tools (search, get_observations) to fetch full observations on-demand
- Critical types ( bugfix, decision) often need detailed fetching
- Trust this index over re-reading code for past decisions and learnings

**Context Economics**:
- Loading: 50 observations (16,265 tokens to read)
- Work investment: 321,446 tokens spent on research, building, and decisions
- Your savings: 95% reduction from reuse

### Jun 11, 2026

**_claude_temp/PIRATES QUEEN 3 規格.xlsx**
| ID | Time | T | Title | Read | Work |
|----|------|---|-------|------|------|
| #2440 | 3:38 PM | 🔵 | UK Slot ExtraBet Skill Documentation Structure |  |  |

**C:\Users\jiunchiwang\.claude\skills\uk-slot-extrabet\references\architecture.md**
| ID | Time | T | Title | Read | Work |
|----|------|---|-------|------|------|
| #2441 | 3:39 PM | 🔵 | ExtraBet Architecture Documentation Details |  |  |

**General**
| ID | Time | T | Title | Read | Work |
|----|------|---|-------|------|------|
| #2442 | 3:49 PM | ⚖️ | ExtraBet multiplier base board switching implementation plan for variant B |  |  |

**C:\Users\jiunchiwang\.claude\skills\uk-slot-extrabet\SKILL.md**
| ID | Time | T | Title | Read | Work |
|----|------|---|-------|------|------|
| #2443 | 3:54 PM | ✅ | Documented ExtraBet persistent visual integration gotchas in skill reference |  |  |

**#S805** Baseline evaluation of ExtraBet multiplier base board switching and documentation of integration gotchas (Jun 16, 3:55 PM)

**Investigated**: Created implementation plan for UK slot machine variant B ExtraBet feature that switches multiplier base boards based on player type selection (type1→index1, type2→index2, type3→index6). Analyzed existing code fragments including GameView.InitExtraBet callback, ExtraBetComponent contract, RestoreExtraBetState, MultiplierBaseManager events, and SpinState.OnEnter reset logic. Examined uk-slot-extrabet skill documentation for integration patterns.

**Learned**: Identified two critical non-obvious integration traps when linking ExtraBet to persistent visuals: (1) ForceSetExtraBet's callback receives triggerCb(isActive, isForce=true) without type parameter, breaking type-dependent visual restoration in unshow/replay paths; (2) GameState per-spin resets (like SpinState.OnEnter clearing multiplier boards with SET_MULTIPLIER -1,0) repeatedly erase ExtraBet-activated visuals unless reset logic becomes ExtraBet-aware. Implementation requires non-contiguous type→index mapping [0,1,2,6], centralized ApplyExtraBetMultiplierBase method, and GameView member variable to bridge type information across callback paths.

**Completed**: Generated comprehensive implementation plan identifying three modification points (InitExtraBet callback, RestoreExtraBetState, SpinState.OnEnter) plus one new centralized method. Added new section to uk-slot-extrabet/SKILL.md documenting the two persistent visual integration traps as a checklist ("先主動查這兩題") with general pattern: grep visual switching/reset call sites to verify force restore path and per-spin reset handlers before implementing ExtraBet visual features.

**Next Steps**: Skill documentation enhancement complete. The baseline evaluation task is finished - no actual implementation was performed per the evaluation constraints (no file modifications, no git history consultation). The skill file resides in global ~/.claude/skills/ and has not been committed.


Access 321k tokens of past research & decisions for just 16,265t. Use MCP search tools to access memories by ID.
